n,naive,optimize_multi_link,optimize_recursion_func,optimize_recursion_nested_loop
4800,0.00433,0.00322,0.01232,0.01186
4900,0.00714,0.00377,0.00491,0.00788
5000,0.00813,0.00417,0.00566,0.0092
5100,0.00749,0.00351,0.00498,0.00759
5200,0.00712,0.00384,0.00507,0.00842
5300,0.0076,0.00466,0.00607,0.00894
5400,0.00761,0.00426,0.0062,0.00966
5500,0.00893,0.00441,0.00614,0.00955
5600,0.00888,0.00432,0.00629,0.00984
5700,0.00918,0.00443,0.00652,0.01033
5800,0.00912,0.00448,0.00673,0.01048
5900,0.00923,0.00416,0.00585,0.00959
6000,0.00945,0.00476,0.00687,0.01019
6100,0.00901,0.00451,0.00695,0.00973
6200,0.00964,0.00473,0.00693,0.01123
6300,0.00996,0.0048,0.007,0.00968
6400,0.01029,0.00489,0.00712,0.00931
6500,0.01046,0.00498,0.00724,0.01092
6600,0.01002,0.00499,0.00748,0.01129
6700,0.00891,0.00469,0.00686,0.01149
6800,0.01074,0.00532,0.00761,0.01026
6900,0.01082,0.00523,0.00756,0.0109
7000,0.01093,0.00557,0.00805,0.00984
7100,0.01046,0.00466,0.00707,0.01045
7200,0.01115,0.00552,0.01306,0.01266
7300,0.01189,0.00569,0.00821,0.01014
7400,0.01167,0.00552,0.00757,0.01143
7500,0.01156,0.00581,0.01582,0.01678
7600,0.01276,0.00534,0.00836,0.01308
7700,0.01227,0.00596,0.00876,0.00943
7800,0.0128,0.0059,0.0083,0.01119
7900,0.01211,0.00593,0.00894,0.01431
8000,0.01263,0.00607,0.00901,0.01104
8100,0.01289,0.00614,0.00926,0.01133
8200,0.01294,0.00624,0.00918,0.01455
8300,0.01325,0.00631,0.00943,0.0125
8400,0.01311,0.00656,0.00966,0.01267
8500,0.01339,0.00612,0.0091,0.01034
8600,0.01283,0.00626,0.00915,0.01196
8700,0.01278,0.00623,0.00964,0.01555
8800,0.01326,0.00623,0.0091,0.01286
8900,0.01393,0.00673,0.01007,0.01239
9000,0.01397,0.00625,0.00996,0.01494
9100,0.01416,0.00634,0.00979,0.01453
9200,0.01473,0.00714,0.01047,0.01331
9300,0.015,0.00746,0.01067,0.0134
9400,0.01511,0.00689,0.01048,0.01531
9500,0.0148,0.00729,0.01082,0.01624
9600,0.0149,0.0075,0.01094,0.016
9700,0.01504,0.00752,0.01132,0.01475
9800,0.01545,0.00745,0.01127,0.01642
9900,0.01545,0.00744,0.0114,0.01559
10000,0.01609,0.00782,0.01165,0.01463
11000,0.01711,0.00868,0.01254,0.01403
12000,0.0192,0.00921,0.01343,0.01822
13000,0.02094,0.01011,0.01504,0.02165
14000,0.02245,0.01074,0.01624,0.023
15000,0.02379,0.01208,0.01743,0.02179
16000,0.02585,0.01265,0.01843,0.02037
17000,0.0262,0.01323,0.01977,0.02369
18000,0.02916,0.0141,0.02077,0.02556
19000,0.03081,0.01509,0.0225,0.02868
20000,0.02337,0.01462,0.05363,0.05946
21000,0.02023,0.01467,0.05588,0.06192
22000,0.0208,0.0153,0.05463,0.06619
23000,0.02243,0.01611,0.02774,0.03475
24000,0.03898,0.01893,0.02638,0.03469
25000,0.04153,0.01906,0.02706,0.03752
26000,0.04406,0.02031,0.02853,0.0375
27000,0.04342,0.02155,0.02976,0.03416
28000,0.04576,0.0215,0.03125,0.03911
29000,0.04744,0.02262,0.03263,0.04081
30000,0.05159,0.02359,0.03304,0.04372
31000,0.05258,0.02451,0.03811,0.0483
32000,0.05362,0.02311,0.03881,0.05343
33000,0.03108,0.02212,0.0842,0.05344
34000,0.04573,0.02354,0.03775,0.05086
35000,0.04816,0.02404,0.03677,0.05073
36000,0.0583,0.02514,0.03538,0.04782
37000,0.05918,0.02546,0.03721,0.04851
38000,0.06108,0.02557,0.03865,0.07453
39000,0.06436,0.02891,0.04568,0.04791
40000,0.05706,0.02958,0.04771,0.05327
41000,0.06269,0.03219,0.04725,0.05399
42000,0.06739,0.03313,0.0454,0.05876
43000,0.06985,0.03,0.04466,0.06009
44000,0.06886,0.03016,0.05033,0.06127
45000,0.06587,0.0322,0.05389,0.0615
46000,0.07604,0.03539,0.04725,0.0616
47000,0.07614,0.0322,0.05017,0.06339
48000,0.06937,0.03571,0.05692,0.05906
49000,0.07795,0.03738,0.05171,0.06613
50000,0.08014,0.03484,0.05437,0.0661
51000,0.07532,0.04052,0.05653,0.07103
52000,0.08543,0.03519,0.05853,0.07023
53000,0.07752,0.04203,0.05834,0.06681
54000,0.08948,0.03682,0.06089,0.07053
55000,0.08605,0.04372,0.05822,0.07406
56000,0.08738,0.03821,0.06198,0.07136
57000,0.08835,0.04082,0.06337,0.07831
58000,0.0888,0.04288,0.06488,0.07359
59000,0.09751,0.04039,0.06557,0.07413
60000,0.09741,0.04462,0.06269,0.07899
61000,0.09511,0.04677,0.0687,0.07931
62000,0.08786,0.04418,0.16409,0.19434
63000,0.1018,0.04989,0.07417,0.18005
64000,0.06012,0.04527,0.08351,0.08506
65000,0.10382,0.04574,0.07152,0.08828
66000,0.10733,0.04534,0.07105,0.08695
67000,0.11011,0.04656,0.07291,0.08748
68000,0.10887,0.04991,0.07092,0.08224
69000,0.11271,0.04729,0.0714,0.08726
70000,0.10872,0.05193,0.07004,0.09404
71000,0.11332,0.0541,0.07012,0.09411
72000,0.11689,0.05593,0.07545,0.09183
73000,0.11102,0.05698,0.07169,0.09579
74000,0.11344,0.05713,0.07214,0.0914
75000,0.12109,0.05452,0.07568,0.09725
76000,0.11826,0.05353,0.07805,0.09914
77000,0.12446,0.05235,0.08056,0.0988
78000,0.12386,0.05422,0.08412,0.09765
79000,0.1081,0.05622,0.0857,0.1014
80000,0.07408,0.05667,0.08816,0.10368
81000,0.13111,0.06236,0.08327,0.10826
82000,0.12953,0.06036,0.0822,0.10972
83000,0.08546,0.06566,0.10175,0.12055
84000,0.14084,0.0681,0.09682,0.11337
85000,0.14161,0.06182,0.09341,0.11275
86000,0.14031,0.06569,0.09261,0.11629
87000,0.14405,0.06267,0.09644,0.11448
88000,0.14063,0.06898,0.09476,0.11881
89000,0.14489,0.06325,0.09882,0.11774
90000,0.14066,0.06935,0.09868,0.12012
91000,0.14795,0.0669,0.1011,0.11139
92000,0.14846,0.07053,0.09688,0.10991
93000,0.15232,0.06795,0.10156,0.11984
94000,0.15286,0.06926,0.10105,0.11797
95000,0.15162,0.07667,0.25209,0.22536
96000,0.14166,0.06688,0.22344,0.1705
97000,0.15221,0.07759,0.10489,0.1345
98000,0.16069,0.07494,0.2294,0.12873
99000,0.13318,0.06774,0.16293,0.13022
100000,0.15615,0.07036,0.18913,0.14647
110000,0.17488,0.08388,0.1203,0.14053
120000,0.19363,0.09173,0.13011,0.15603
130000,0.20756,0.09624,0.14242,0.16908
140000,0.22706,0.10206,0.15538,0.17721
150000,0.24737,0.11357,0.16647,0.19582
160000,0.26907,0.12727,0.18307,0.2047
170000,0.28894,0.13035,0.19082,0.2186
180000,0.29744,0.14232,0.2031,0.23655
190000,0.31484,0.14883,0.31051,0.38695
200000,0.31849,0.14851,0.23644,0.26082
210000,0.3611,0.21393,0.49122,0.26367
220000,0.34743,0.15762,0.26064,0.28681
230000,0.37623,0.16491,0.26347,0.28691
240000,0.42275,0.20281,0.27976,0.31016
250000,0.39495,0.17685,0.26699,0.30644
260000,0.40651,0.19907,0.29146,0.32005
270000,0.42625,0.20732,0.48581,0.31299
280000,0.42195,0.19459,0.31885,0.35986
290000,0.4426,0.20432,0.31391,0.35394
300000,0.45494,0.21407,0.33443,0.36146
310000,0.48854,0.23322,0.33945,0.37728
320000,0.48647,0.22835,0.35475,0.39739
330000,0.503,0.23586,0.36699,0.40331
340000,0.51786,0.2505,0.37704,0.41715
350000,0.53317,0.25068,0.38863,0.4278
360000,0.54073,0.26032,0.40102,0.43903
370000,0.55812,0.26715,0.41696,0.45155
380000,0.58219,0.27939,0.42466,0.45652
390000,0.66749,0.31609,0.51185,0.48181
400000,0.60506,0.29801,0.45327,0.4858
410000,0.6227,0.30053,0.47368,0.50808
420000,0.63049,0.30496,0.47385,0.5138
430000,0.66319,0.30839,0.4891,0.58
440000,0.67369,0.32127,0.50067,0.53201
450000,0.68621,0.32701,0.51753,0.5525
460000,0.69091,0.33563,0.49477,0.55471
470000,0.73595,0.34311,0.52535,0.57328
480000,0.73818,0.34889,0.54441,0.58388
490000,0.75533,0.35195,0.55904,0.59457
500000,0.77604,0.36743,0.56597,0.6019
510000,0.7723,0.37679,0.57063,0.61633
520000,0.81339,0.38564,0.81015,0.67299
530000,0.93016,0.40649,0.61672,0.65009
540000,0.83012,0.39669,0.61395,0.66776
550000,0.65666,0.41655,0.64838,0.69444
560000,0.86223,0.40944,0.66097,0.68157
570000,0.86256,0.42024,0.66722,0.79133
580000,0.75801,0.42418,0.69474,0.71461
590000,0.9013,0.45233,0.69964,0.75356
600000,0.97179,0.48448,0.73684,0.76112
610000,0.94264,0.4739,0.73483,0.75719
620000,0.9576,0.4835,0.7539,0.77672
630000,0.97565,0.48852,0.7654,0.78488
640000,0.93736,0.46711,0.73183,0.76832
650000,0.9855,0.48684,0.75316,0.79265
660000,1.03758,0.48198,0.78505,1.269
670000,1.01662,0.5013,0.78869,0.82059
680000,1.06969,0.5155,0.78715,0.82218
690000,1.03556,0.51081,0.80423,0.83197
700000,1.07899,0.51891,0.81184,0.84047
710000,1.0351,0.53205,0.81239,0.86272
720000,1.10466,0.52618,0.81824,0.86171
730000,1.11107,0.5488,0.83563,0.87363
740000,1.12538,0.55359,0.84721,0.88171
750000,1.15281,0.55508,0.85147,0.89816
760000,1.17161,0.56974,0.88676,0.99058
770000,1.19041,0.58772,0.88294,0.92726
780000,1.21543,0.58239,0.89279,0.93356
790000,1.22099,0.59024,0.90859,0.95125
800000,1.23869,0.59679,1.42948,1.00664
810000,1.25061,0.6364,0.98956,1.01472
820000,1.27606,0.64356,1.00175,1.08066
830000,1.2815,0.64139,1.00918,1.03527
840000,1.29679,0.66451,1.0295,1.04939
850000,1.31094,0.69236,1.02984,1.06849
860000,1.32532,0.66989,1.04364,1.07078
870000,1.3497,0.68983,1.05281,1.06529
880000,1.36073,0.69069,1.06716,1.09213
890000,1.3662,0.70556,1.07716,1.10502
900000,1.40017,0.66255,1.03201,1.0709
910000,1.39754,0.68847,1.04873,1.08824
920000,1.40081,0.67941,1.04922,1.1018
930000,1.42903,0.71393,1.08399,1.11226
940000,1.46248,0.94692,1.18708,1.16266
950000,1.33159,0.725,1.45778,1.12552
960000,1.48557,0.71891,1.11098,1.14844
970000,1.4823,0.74341,1.10039,1.1455
980000,1.50006,0.76399,1.18316,1.22894
990000,1.53528,0.77762,1.20054,1.25788
1000000,1.57334,0.80144,1.2058,1.23376
