n,naive,optimize_multi_link,optimize_recursion_func,optimize_recursion_nested_loop
5200,0.0085633,0.0041092,0.0064344,0.0095521
5300,0.0086859,0.0042,0.0060449,0.0097616
5400,0.0087908,0.0042134,0.0061199,0.009792
5500,0.0090276,0.0043079,0.0063037,0.0098669
5600,0.0091772,0.0043826,0.0064467,0.0100377
5700,0.009395,0.0045641,0.006788,0.0103548
5800,0.0095686,0.0046208,0.0069606,0.0105925
5900,0.0094336,0.0046948,0.0070544,0.0107837
6000,0.0096678,0.0047702,0.0070628,0.0107974
6100,0.0097951,0.0048089,0.0071111,0.0115179
6200,0.0101031,0.0048545,0.0093111,0.0108622
6300,0.0102156,0.0050365,0.0071309,0.0111763
6400,0.0109079,0.0049379,0.0071688,0.0114161
6500,0.0102148,0.0049942,0.0073342,0.0115396
6600,0.0103926,0.0050727,0.0073967,0.0115513
6700,0.0105884,0.0052125,0.0076855,0.0118319
6800,0.0106877,0.0051904,0.0076162,0.0120747
6900,0.0110392,0.0057244,0.0081276,0.0120261
7000,0.0115145,0.0055955,0.0100276,0.0138426
7100,0.0112017,0.0054498,0.0080735,0.0125862
7200,0.0114014,0.0055402,0.0081185,0.0126982
7300,0.0114642,0.0056333,0.0082576,0.0128992
7400,0.0117016,0.0057236,0.0083659,0.0129661
7500,0.0117998,0.0057885,0.0084691,0.0130788
7600,0.0120399,0.0058972,0.0087004,0.0131458
7700,0.0121696,0.0059076,0.0085517,0.0136894
7800,0.0123389,0.0069615,0.0096801,0.0137481
7900,0.0123907,0.0060481,0.0087832,0.0138164
8000,0.0125225,0.0061251,0.0089872,0.0141296
8100,0.0126266,0.00619,0.0089902,0.0137574
8200,0.0128905,0.0062749,0.0092038,0.0144347
8300,0.0130528,0.0063536,0.0092558,0.0145502
8400,0.0131379,0.0064005,0.0093437,0.0147006
8500,0.0133367,0.0065184,0.0094527,0.0139909
8600,0.0141977,0.0066263,0.0095947,0.0148696
8700,0.0136523,0.0066808,0.0097384,0.0150348
8800,0.0138449,0.0068358,0.0098147,0.0153778
8900,0.0140187,0.0070181,0.01089,0.0145319
9000,0.0142497,0.0069488,0.0100718,0.0156851
9100,0.0143144,0.0069511,0.0100762,0.0156212
9200,0.0144138,0.0070264,0.0101926,0.0175296
9300,0.0145447,0.0071043,0.0103136,0.0153828
9400,0.0147538,0.0071582,0.0104936,0.0164281
9500,0.0150911,0.0074102,0.0111081,0.0165445
9600,0.015063,0.0073392,0.010658,0.0167869
9700,0.0154271,0.0075854,0.0109969,0.0166359
9800,0.0154239,0.0075058,0.0108719,0.0169762
9900,0.0155812,0.0075905,0.0109852,0.0173896
10000,0.0157234,0.0077921,0.0143091,0.0176632
11000,0.0173336,0.0084584,0.0127878,0.0189656
12000,0.0187605,0.009132,0.0131226,0.02081
13000,0.0203515,0.0099409,0.0141756,0.0225487
14000,0.021976,0.0106688,0.0152588,0.0236099
15000,0.0236087,0.0123108,0.0163899,0.0252467
16000,0.0251512,0.0121902,0.0174339,0.0262264
17000,0.0268554,0.013019,0.0185914,0.0276164
18000,0.0283242,0.013786,0.0195882,0.0296153
19000,0.0299071,0.0146018,0.0206634,0.03073
20000,0.0317494,0.0153565,0.0217424,0.0306368
21000,0.0332879,0.0161241,0.0228316,0.0320308
22000,0.035072,0.0169723,0.0239197,0.0322462
23000,0.0367321,0.0179131,0.0249926,0.034319
24000,0.0380417,0.0184567,0.0262776,0.0335619
25000,0.0398103,0.0192642,0.0271982,0.0371698
26000,0.0430665,0.0201209,0.0286276,0.0386233
27000,0.0431295,0.0208047,0.0296419,0.0394264
28000,0.044575,0.0234145,0.0304771,0.0385689
29000,0.0460226,0.0221938,0.0313549,0.042261
30000,0.0482883,0.0230184,0.0325939,0.0427601
31000,0.0494588,0.0237841,0.0334765,0.0392629
32000,0.0533124,0.0247627,0.0352815,0.0449837
33000,0.0531315,0.0254479,0.0372899,0.0435392
34000,0.0552473,0.0261473,0.038939,0.0456655
35000,0.0560124,0.0275082,0.0383694,0.0495026
36000,0.0582583,0.0277563,0.0406161,0.0482614
37000,0.0615052,0.0292579,0.0413238,0.0494157
38000,0.0613068,0.0292829,0.041353,0.05542
39000,0.0622484,0.0299118,0.0424128,0.050013
40000,0.0645595,0.030709,0.0452867,0.0559947
41000,0.0658327,0.0314457,0.0444012,0.0587433
42000,0.0678785,0.0322565,0.0455436,0.0542994
43000,0.0700005,0.0329737,0.0481668,0.0587968
44000,0.0705247,0.0336129,0.0474813,0.0584473
45000,0.0730362,0.0350346,0.049278,0.0597179
46000,0.0746429,0.0352886,0.0513551,0.0581448
47000,0.076849,0.0362229,0.0514098,0.0606623
48000,0.0783642,0.0367583,0.0517718,0.0630204
49000,0.080719,0.0377542,0.0534213,0.0644467
50000,0.0828894,0.0385915,0.0548244,0.067276
51000,0.0831974,0.0391471,0.0551297,0.0706901
52000,0.0841554,0.0401617,0.0563251,0.068252
53000,0.0859373,0.0406255,0.0572004,0.0722273
54000,0.0872237,0.041308,0.058306,0.0695832
55000,0.0890474,0.0421917,0.0593697,0.073817
56000,0.0910907,0.0436667,0.0607462,0.0763066
57000,0.0930244,0.0439878,0.0616914,0.0757399
58000,0.0957417,0.0477856,0.063143,0.0751031
59000,0.0986286,0.0463166,0.0662682,0.0776422
60000,0.0985945,0.0460109,0.0650725,0.0787404
61000,0.101952,0.0468441,0.0763341,0.0827549
62000,0.101665,0.0475588,0.0729895,0.0828039
63000,0.104284,0.0484935,0.0738479,0.0844126
64000,0.105808,0.0492948,0.0751501,0.0800514
65000,0.108832,0.0505832,0.0761311,0.0869409
66000,0.107782,0.0505332,0.0768581,0.0834951
67000,0.109078,0.0513113,0.0782471,0.092156
68000,0.110842,0.0521499,0.0794164,0.0917436
69000,0.113424,0.0528579,0.0804254,0.0918378
70000,0.116203,0.0549601,0.117654,0.211678
71000,0.0712568,0.0510491,0.160171,0.204652
72000,0.0655602,0.0487897,0.161264,0.207222
73000,0.0658662,0.0495776,0.159828,0.21012
74000,0.066848,0.0499056,0.193766,0.213499
75000,0.0678803,0.0511938,0.198322,0.224406
76000,0.07214,0.0534811,0.203167,0.220788
77000,0.0696462,0.0520339,0.177313,0.22249
78000,0.102805,0.060114,0.0855329,0.104348
79000,0.13013,0.0609558,0.0892307,0.105937
80000,0.134487,0.0647963,0.0911522,0.10787
81000,0.135812,0.0632145,0.0890946,0.106384
82000,0.13558,0.0633298,0.0895129,0.106718
83000,0.139301,0.0663588,0.0946125,0.105943
84000,0.140771,0.0653512,0.0948355,0.114747
85000,0.143768,0.0655759,0.0928281,0.112717
86000,0.141814,0.0657203,0.0927553,0.111047
87000,0.145157,0.0673444,0.0952719,0.113265
88000,0.146725,0.067649,0.0954061,0.114245
89000,0.146666,0.0681901,0.0960894,0.114851
90000,0.14868,0.0691528,0.0975502,0.11519
91000,0.151286,0.0698482,0.0999117,0.119625
92000,0.150812,0.0704623,0.0992967,0.124009
93000,0.154126,0.0712825,0.100572,0.119381
94000,0.155834,0.0721671,0.101604,0.126537
95000,0.15752,0.0729821,0.102552,0.125704
96000,0.160375,0.0750497,0.104999,0.12316
97000,0.162475,0.0747288,0.10566,0.122695
98000,0.162786,0.0751511,0.108197,0.124711
99000,0.166134,0.0762273,0.116265,0.135664
100000,0.166064,0.077597,0.116416,0.125606
110000,0.183173,0.0845526,0.138536,0.146437
120000,0.20294,0.0930409,0.134016,0.157535
130000,0.216139,0.100613,0.140849,0.16868
140000,0.234518,0.108633,0.151831,0.17474
150000,0.25054,0.116187,0.162834,0.192114
160000,0.26957,0.124502,0.175678,0.211608
170000,0.285064,0.131791,0.183796,0.216198
180000,0.302354,0.140748,0.19667,0.233042
190000,0.317502,0.148659,0.212581,0.239148
200000,0.333866,0.155416,0.217113,0.253331
210000,0.350267,0.16508,0.24139,0.265027
220000,0.368915,0.17037,0.239116,0.276325
230000,0.380599,0.181744,0.271214,0.288107
240000,0.401748,0.183001,0.527665,0.801049
250000,0.284524,0.314347,0.593605,0.684403
260000,0.428385,0.214013,0.325399,0.362761
270000,0.456912,0.225267,0.343482,0.34902
280000,0.310244,0.226013,0.602395,0.827177
290000,0.268942,0.301272,0.591255,0.835887
300000,0.278472,0.25473,0.462967,0.511837
310000,0.508165,0.292738,0.362233,0.431944
320000,0.528991,0.254466,0.352981,0.458849
330000,0.548879,0.26575,0.394769,0.449719
340000,0.560278,0.264973,0.38554,0.417251
350000,0.574336,0.272551,0.400033,0.421997
360000,0.596267,0.281251,0.408911,0.444396
370000,0.605754,0.303904,0.440807,0.471469
380000,0.646958,0.312798,0.454423,0.514067
390000,0.6427,0.306987,0.430417,0.486002
400000,0.660146,0.316166,0.445696,0.490311
410000,0.676953,0.320765,0.454535,0.502421
420000,0.698066,0.336663,0.467828,0.516005
430000,0.723148,0.346882,0.488137,0.534193
440000,0.730632,0.343907,0.488338,0.534317
450000,0.735091,0.351794,0.48677,0.5431
460000,0.756255,0.361709,0.501536,0.566813
470000,0.787809,0.372151,0.519586,0.576048
480000,0.785736,0.3755,0.520219,0.578987
490000,0.81758,0.399795,0.56493,0.596213
500000,0.829883,0.403406,0.573302,0.617672
510000,0.847257,0.405185,0.581302,0.652479
520000,1.03756,0.491974,0.717448,0.745759
530000,1.0331,0.499928,0.751168,0.788232
540000,1.06484,0.509418,0.745527,0.85727
550000,0.922652,0.472284,0.638073,0.702428
560000,0.936176,0.442018,0.62454,0.691336
570000,0.973744,0.454861,0.634617,0.716264
580000,0.98661,0.477869,0.698641,0.763922
590000,1.00698,0.473504,0.675664,0.745351
600000,1.0112,0.472855,0.661266,0.752443
610000,1.02916,0.486624,0.727505,0.747767
620000,1.04987,0.508121,0.706318,0.757328
630000,1.05321,0.502723,0.903852,2.04719
640000,0.778933,0.878282,1.78151,1.86553
650000,1.31436,0.828601,1.52214,1.88881
660000,1.13697,0.552278,0.773344,0.831804
670000,1.12828,0.557686,1.19514,1.99924
680000,0.644571,0.627217,1.45728,2.05205
690000,0.697469,0.845428,1.55298,2.19541
700000,0.715923,0.858372,1.48469,2.07964
710000,0.881757,0.586656,1.52897,0.959463
720000,1.21152,0.575245,0.811631,0.896766
730000,1.27487,0.617131,0.856848,0.926785
740000,1.26912,0.617729,1.40641,2.12225
750000,0.714641,0.697956,1.47718,1.76326
760000,0.969969,0.657693,0.909919,0.936239
770000,1.30856,0.643304,0.908126,0.969341
780000,1.44928,0.696699,0.894117,1.04222
790000,1.37151,0.652343,0.906496,0.979417
800000,1.3765,0.653384,0.921842,0.992702
810000,1.38199,0.665566,1.1084,1.04996
820000,1.42678,0.66757,0.933163,1.03342
830000,1.43657,0.680425,0.97223,1.10046
840000,1.44616,0.689985,1.01513,1.07788
850000,1.49095,0.783344,1.38083,2.58772
860000,0.823463,0.757474,1.29204,1.08074
870000,1.48117,0.73163,1.14571,1.74846
880000,1.46713,1.00683,1.93699,2.61555
890000,1.53698,1.01575,1.8763,2.60087
900000,1.14543,0.96733,1.8869,2.29695
910000,0.957666,1.06658,2.26432,2.68149
920000,0.898705,0.95271,1.76029,2.75456
930000,1.68782,0.936125,1.92198,2.9691
940000,1.72961,1.2732,2.26658,2.77601
950000,1.96266,0.998048,2.03032,2.71491
960000,0.961985,1.18237,2.04355,2.83769
970000,2.08502,1.09378,1.68564,1.30123
980000,1.69115,0.859965,1.19374,1.33393
990000,1.71808,0.837761,1.18853,1.41747
1000000,1.76196,0.857737,1.2345,1.35567
